pharmacy_key,pharmacy_name,section,area,address,phones_str,phones_json
ph_cdfb327ef9e4,YARAPHA,SECTION D'ABOBO,TOIT ROUGE / ROUTE ABOBODOUME,12 60 ABOBO CARREFOUR AKEIKOI / DERRIERE LA CITE UNIVERSITAIRE,27 24 49 12 63,"[""27 24 49 12 63""]"
ph_5aa1991a826a,ADJAME BRACODI,SECTION D'ADJAME,ADJAME CENTRE,GARE NORD SOTRA DANS LA ZONE DE STATIONNEMENT DES GBAKAS / DANS LE SENS ADJAME ABOBO,27 20 37 54 33 ; 07 57 49 46 08,"[""27 20 37 54 33"", ""07 57 49 46 08""]"
ph_c5dbe6786f66,ADJAME LATIN,SECTION D'ADJAME,ADJAME CENTRE,PROLONGEMENT DE L'AVENUE 13 / QUARTIER LATIN HABITAT EXTENSION / PRES DU PETIT MARCHE,01 40 65 86 49 ; 05 75 16 33 30,"[""01 40 65 86 49"", ""05 75 16 33 30""]"
ph_7bfcbc67c35a,D'ATTECOUBE,SECTION D'ADJAME,ADJAME CENTRE,GRAND CARREFOUR D'ATTECOUBE FACE FEUX TRICOLORES / ENTREE BUS 04,27 20 38 07 74 ; 01 01 46 84 85,"[""27 20 38 07 74"", ""01 01 46 84 85""]"
ph_c51911fca60c,DE L'ESPOIR (NOUVELLE),SECTION D'ADJAME,ADJAME CENTRE,ADJAME 220 LGTS RUE PASSANT DEVANT EDIPRESSE ET IMST FACE CITE DE L'ENFANCE CROIX ROUGE 200 M MARCHE GOURO DERRIERE LA MATERNITE THERESE HOUPHOUET BOIGNY,27 20 39 08 31 ; 07 07 88 65 75,"[""27 20 39 08 31"", ""07 07 88 65 75""]"
ph_5fe000678021,DE LA GRANDE MOSQUEE,SECTION D'ADJAME,ADJAME CENTRE,BD. WILLIAM JACOB DERRIERE LES RAILS DE LA GRANDE MOSQUEE,01 03 12 11 91 ; 05 04 91 25 31 ; 27 31 95 95 13,"[""01 03 12 11 91"", ""05 04 91 25 31"", ""27 31 95 95 13""]"
ph_15b6664ade92,DE LA MAIRIE,SECTION D'ADJAME,ADJAME CENTRE,PRES DE LA MAIRIE D'ADJAME,27 20 37 99 99 ; 07 57 48 53 92,"[""27 20 37 99 99"", ""07 57 48 53 92""]"
ph_ea86cb0dd80d,DE LA PROVIDENCE,SECTION D'ADJAME,ADJAME CENTRE,PETIT MARCHE DES 220 LGTS / FACE EDIPRESSE / LIGNE BUS N° 12 83,27 20 37 55 81 ; 07 58 09 46 96 ; 14 00 09 75 86,"[""27 20 37 55 81"", ""07 58 09 46 96"", ""14 00 09 75 86""]"
ph_900d1ff771ab,DES GARES,SECTION D'ADJAME,ADJAME CENTRE,BD NANGUI ABROGOUA / ENTRE LA RAN ET CI - COM,27 20 37 26 24,"[""27 20 37 26 24""]"
ph_a25fb441c725,DU BANCO,SECTION D'ADJAME,ADJAME CENTRE,FACE SERVICE SOCIAL,07 58 17 61 26 ; 07 47 75 47 10 ; 27 20 37 03 12,"[""07 58 17 61 26"", ""07 47 75 47 10"", ""27 20 37 03 12""]"
ph_5c99f58108ab,DU CHATEAU D'EAU,SECTION D'ADJAME,ADJAME CENTRE,BD WILLIAM JACOB / ADJAME NORD / EN DESCENDANT LES RAILS VERS LA SODECI,27 20 37 11 68,"[""27 20 37 11 68""]"
ph_c4c90456b145,DU FORUM,SECTION D'ADJAME,ADJAME CENTRE,A L'INTERIEUR DU FORUM DES MARCHES D'ADJAME,27 20 38 13 64 ; 27 20 38 13 86,"[""27 20 38 13 64"", ""27 20 38 13 86""]"
ph_514394b7a2f1,DU MANGUIER (GRDE),SECTION D'ADJAME,ADJAME CENTRE,ADJAME 220 LGTS QUARTIER EBRIE EN FACE DE L'EGLISE METHODISTE UNIE,27 20 37 20 36 ; 07 97 60 65 11,"[""27 20 37 20 36"", ""07 97 60 65 11""]"
ph_e45723ff6f0b,DU MARCHE (NVLLE),SECTION D'ADJAME,ADJAME CENTRE,,27 20 37 06 17 ; 07 58 09 46 95,"[""27 20 37 06 17"", ""07 58 09 46 95""]"
ph_611147f23f92,DU ROCHER,SECTION D'ADJAME,ADJAME CENTRE,ADJAME NORD / MARCHE BRAMAKOTE,27 20 37 70 63,"[""27 20 37 70 63""]"
ph_b71a7fd2131d,DU TRIOMPHE,SECTION D'ADJAME,ADJAME CENTRE,,07 07 01 14 18 ; 01 42 75 44 56,"[""07 07 01 14 18"", ""01 42 75 44 56""]"
ph_6240c5e982e0,FRATERNITE (NVLLE),SECTION D'ADJAME,ADJAME CENTRE,PRES MATERNITE THERESE HOUPHOUET BOIGNY QUARTIER FRATERNITE,27 20 37 53 22 ; 01 42 90 00 20,"[""27 20 37 53 22"", ""01 42 90 00 20""]"
ph_eb325691b2c3,GBEDE,SECTION D'ADJAME,ADJAME CENTRE,BD. NANGUI ABROGOUA / FACE DISPENSAIRE D'ADJAME / NON LOIN DU COMMISSARIAT DU 3EME ARRONDT ET DU GD MARCHE,07 58 09 47 03,"[""07 58 09 47 03""]"
ph_d8b419ed5940,KANA,SECTION D'ADJAME,ADJAME CENTRE,,05 06 23 90 96 ; 07 57 14 63 09,"[""05 06 23 90 96"", ""07 57 14 63 09""]"
ph_b256e0b82905,KORO,SECTION D'ADJAME,ADJAME CENTRE,ADJAME QUARTIER MARIE THERESE HOUPHOUET BOIGNY A COTE COLLEGE MONTHERLANT BATIMENT B,01 52 78 27 27,"[""01 52 78 27 27""]"
ph_803ad92a9b97,LE BELIER,SECTION D'ADJAME,ADJAME CENTRE,ARRET DE BUS DU GRAND BLOC 220 LGTS / ENTRE LIBERTE & FRATERNITE,27 20 37 12 16 ; 07 77 98 77 78,"[""27 20 37 12 16"", ""07 77 98 77 78""]"
ph_ab8514f5ec9c,MAKISSI,SECTION D'ADJAME,ADJAME CENTRE,220 LGTS / PLACE DU CINEMA LIBERTE,07 57 48 54 32,"[""07 57 48 54 32""]"
ph_8fd5bb7160f6,QUARTIER EBRIE,SECTION D'ADJAME,ADJAME CENTRE,FACE GARE STIFF DALOA,27 20 37 12 56,"[""27 20 37 12 56""]"
ph_e42cd68f8910,SARAH,SECTION D'ADJAME,ADJAME CENTRE,ADJAME 220 LGTS / ROUTE CAMP GENDARMERIE AGBAN / CENTRE COMMERCIAL CARINE N' COUTURE / FACE QUARTIER CHICANE,27 20 39 03 57,"[""27 20 39 03 57""]"
ph_997ff79e34af,SCHIBA,SECTION D'ADJAME,ADJAME CENTRE,RUE DU DISPENSAIRE ANTITUBERCULEUX / FACE MARCHE GOURO (EX LOCAUX COFRUITEL),07 58 17 61 68 ; 01 40 23 59 65,"[""07 58 17 61 68"", ""01 40 23 59 65""]"
ph_72c37353bda1,ST EMMANUEL,SECTION D'ADJAME,ADJAME CENTRE,BD GENERAL DE GAULLE / QUARTIER MIRADOR FACE IMMEUBLE SICOGI / 30 M DU CARREFOUR,27 20 37 98 27 ; 01 02 69 19 38,"[""27 20 37 98 27"", ""01 02 69 19 38""]"
ph_a6ae671baea3,ST MICHEL,SECTION D'ADJAME,ADJAME CENTRE,AVENUE 13 / A 50 M DE L'EGLISE ST MICHEL / EN FACE DU CEG / HARRIS,27 20 37 09 06,"[""27 20 37 09 06""]"
ph_cf5ef61557f8,ADJAME SANTE (NLLE),SECTION D'ADJAME,ADJAME HABITAT EXTENSION PRES DU PETIT MARCHE,BD NANGUI ABROGOUA ENTRE LA MAIRE ET L'INSTITUT DE SANTE PUBLIQUE ( INSP),25 20 00 11 26 ; 07 58 09 47 01,"[""25 20 00 11 26"", ""07 58 09 47 01""]"
ph_853224799681,DES 220 LOGEMENTS (NLLE),SECTION D'ADJAME,ADJAME HABITAT EXTENSION PRES DU PETIT MARCHE,AVENUE GENERAL DE GAULLE / FACE STATION TEXACO,27 20 37 58 26,"[""27 20 37 58 26""]"
ph_be80d3fc80e7,MARIE THERESE D'ADJAME SARL.U,SECTION D'ADJAME,ADJAME HABITAT EXTENSION PRES DU PETIT MARCHE,ADJAME PROLONGEMENT HOTEL BANFORA DERRIERE FRATERNITE MATIN NON LOIN DE LA MATERNITE MARIE THERESE,07 89 08 44 89,"[""07 89 08 44 89""]"
ph_27ddb607f503,AGOUA,SECTION D'ADJAME,ATTECOUBE,,07 09 31 27 51 ; 01 40 21 32 73,"[""07 09 31 27 51"", ""01 40 21 32 73""]"
ph_67698d8ec641,CHRIST STELLA,SECTION D'ADJAME,ATTECOUBE,CITE FAIRMOND ATTECOUBE APRES NOUVELLE GENDARMERIE,01 71 56 18 17 ; 27 20 28 62 96,"[""01 71 56 18 17"", ""27 20 28 62 96""]"
ph_bf6fc237a11f,D'AGBAN,SECTION D'ADJAME,ATTECOUBE,"CARREFOUR CITE FAIRMONT / VILLAGE AGBAN""",27 20 37 22 30 ; 27 20 37 21 67,"[""27 20 37 22 30"", ""27 20 37 21 67""]"
ph_b1e20652a663,DU ROND POINT,SECTION D'ADJAME,ATTECOUBE,ATTECOUBE TERMINUS 04 / QUARTIER EBRIE (BIDJANTE),25 21 01 59 47 ; 07 07 32 43 76,"[""25 21 01 59 47"", ""07 07 32 43 76""]"
ph_ac2e373c54fa,MONTANA,SECTION D'ADJAME,ATTECOUBE,ATTECOUBE VERS TERMINUS BUS 09 / FACE ECOLE FAIDHERBE,07 07 36 57 30,"[""07 07 36 57 30""]"
ph_3f74d760ac2e,REHOBOTH,SECTION D'ADJAME,ATTECOUBE,ATTECOUBE QUARTIER CISCOM PRES DE LA MATERNITE,01 01 03 06 29,"[""01 01 03 06 29""]"
ph_2fda9c015b12,SEBROKO SARL,SECTION D'ADJAME,ATTECOUBE,PRES DU GRAND MARCHE D'ATTECOUBE,27 20 37 67 48,"[""27 20 37 67 48""]"
ph_eee41b842e20,D'AGBAN,SECTION D'ADJAME,ATTECOUBE CARREFOUR DU PONT,"CARREFOUR CITE FAIRMONT / VILLAGE AGBAN""",27 20 37 22 30 ; 27 20 37 21 67,"[""27 20 37 22 30"", ""27 20 37 21 67""]"
ph_6069c39833cb,FATIMA (NOUVELLE),SECTION D'ADJAME,ATTECOUBE FACE BOULANGERIE BBCO,,01 02 56 10 10 ; 05 54 89 17 73,"[""01 02 56 10 10"", ""05 54 89 17 73""]"
ph_d1f73cffca44,ST URIEL,SECTION D'ADJAME,COTE DE LA STATION TOTAL,CARREFOUR DE LA RESIDENCE PAILLET EXTENSION (A L'ENTREE) ROUTE DU ZOO - WILLIAMSVILLE,07 48 83 10 66 ; 01 02 29 72 72,"[""07 48 83 10 66"", ""01 02 29 72 72""]"
ph_42fe28d68f9a,STE MARIE D'ADJAME,SECTION D'ADJAME,PRES DE LA GARE UTB ADJAME,CENTRE COMMERCIAL DE LA POSTE 03 / RUE HARRISTE COTE PARKING PAYANT DERRIERE 3EME ARRDT,27 20 37 54 44 ; 27 20 37 54 46,"[""27 20 37 54 44"", ""27 20 37 54 46""]"
ph_9f939b08c104,MARY DU 4E PONT ADJAME,SECTION D'ADJAME,RUE DES AGOUAS / FACE AU GD MARCHE D'ADJAME,"ADJAME BRAMAKOTE, BLVD DE L'OUEST, PRES DE LA STATION SHELL, AXE SEBROKO - ATTECOUBE, FACE ANCIEN PARC AU MOUTON DE BORIBANA PRES ETS SYLLA ET FRERES",05 96 62 42 59 ; 01 72 82 12 12 ; 27 31 96 94 28,"[""05 96 62 42 59"", ""01 72 82 12 12"", ""27 31 96 94 28""]"
ph_63dc7796a749,AIMESS,SECTION D'ADJAME,WILLIAMSVILLE,,07 57 48 94 83 ; 25 20 00 94 62,"[""07 57 48 94 83"", ""25 20 00 94 62""]"
ph_d8df518874e2,CARREFOUR HMA,SECTION D'ADJAME,WILLIAMSVILLE,PAILLET EXTENSION / NON LOIN DU ZOO CARREFOUR CIE,07 79 47 39 22 ; 05 76 54 52 14,"[""07 79 47 39 22"", ""05 76 54 52 14""]"
ph_a394929f840f,CHRIST MARIE DE PAILLET,SECTION D'ADJAME,WILLIAMSVILLE,PAILLET EXTENSION / ENTRE LE CARREFOUR HUMMER ET LA MAISON BLANCHE DES PETITS,27 20 37 40 00 ; 27 20 27 43 28 ; 07 57 48 94 43,"[""27 20 37 40 00"", ""27 20 27 43 28"", ""07 57 48 94 43""]"
ph_1e4da043b393,DE WILLIAMSVILLE,SECTION D'ADJAME,WILLIAMSVILLE,FACE MOSQUEE ET MARCHE DE WILLIAMSVILLE / PRES DE LA SGBCI,27 20 37 03 45 ; 07 09 00 38 91,"[""27 20 37 03 45"", ""07 09 00 38 91""]"
ph_acd2b7e44dc4,DU PROGRES,SECTION D'ADJAME,WILLIAMSVILLE,FACE EGLISE ST KIZITO,27 20 37 15 25,"[""27 20 37 15 25""]"
ph_11fb40f45f7f,SAINTE ROSALIE,SECTION D'ADJAME,WILLIAMSVILLE,ADJAME WILLIAMSVILLE / MACACI QUARTIER SODECI A,05 94 69 95 01,"[""05 94 69 95 01""]"
ph_ed336f784e54,L'EMMANUEL,SECTION D'ADJAME,WILLIAMSVILLE / ROUTE MACACI / FACE CRS,CARREFOUR DES II PLATEAUX ENTRE STATION SHELL & DEPOT SOTRA,27 20 38 40 17,"[""27 20 38 40 17""]"
ph_8fece0d09c93,DU CHATEAU D'EAU D'ANGRE,SECTION DE COCODY,ANGRE DJIBI RUE DU MARCHE COCOVICO,II PLATEAUX ANGRE DJIBI A PROXIMITE DU CHATEAU D'EAU,27 22 51 07 49 ; 07 09 42 56 60,"[""27 22 51 07 49"", ""07 09 42 56 60""]"
ph_1b04a337f04b,LES ARUMS,SECTION DE COCODY,ANGRE MAHOU A LA RUE DES BARS,COCODY II PLATEAUX 8EME TRANCHE / CARREFOUR BCEAO SUR LA GRANDE VOIE MENANT A LA CNPS,27 22 50 66 40 ; 07 58 17 16 19,"[""27 22 50 66 40"", ""07 58 17 16 19""]"
ph_31472f697458,LUMINANCE K,SECTION DE COCODY,ANGRE MAHOU A LA RUE DES BARS,COCODY ANGRE DJIBI GROUPEMENT 4000 BATIM - CI 300 M DE LA MOSQUEE D'ANGRE ET DU CENTRE DE SANTE,07 88 06 17 41 ; 05 45 95 45 39,"[""07 88 06 17 41"", ""05 45 95 45 39""]"
ph_9e72d8ee520e,ST CHRISTOPHE,SECTION DE COCODY,ANGRE MAHOU A LA RUE DES BARS,ANGRE BD LATRILLE / STAR 5 CARREFOUR PETRO IVOIRE ROUTE D'ABOBO,07 02 93 42 59 ; 01 53 33 50 02,"[""07 02 93 42 59"", ""01 53 33 50 02""]"
ph_6b3261d5a8e1,STE DOROTHEE,SECTION DE COCODY,ANGRE MAHOU A LA RUE DES BARS,ANGRE EXTENSION ENTRE LE COLLEGE LES FLORIANES ET LA PAROISSE SAINTE DOROTHEE,07 79 59 38 84,"[""07 79 59 38 84""]"
ph_874dc20f5dbb,STE HARMONY,SECTION DE COCODY,ANGRE MAHOU A LA RUE DES BARS,QUARTIER DJIBI / VOIE PRINCIPALE / 400 M APRES TERMINUS BUS 82 - 81 / PRES DU SUPER MARCHE DISCOUNT,27 22 52 39 97,"[""27 22 52 39 97""]"
ph_4cc26553c47f,NOTRE DAME DE LA VISITATION,SECTION DE COCODY,BD LATRILLE / CARREFOUR ROUTE DU ZOO,,05 86 32 41 45 ; 07 88 81 21 83,"[""05 86 32 41 45"", ""07 88 81 21 83""]"
ph_713d51849050,AKANDJE,SECTION DE COCODY,BINGERVILLE,BINGERVILLE AKANDJE 2 EN FACE DU MARCHE NON LOIN DES SOCIETES PROMOTIONS PERFORMERS,01 72 75 01 01 ; 05 06 39 16 55 ; 07 00 77 96 70,"[""01 72 75 01 01"", ""05 06 39 16 55"", ""07 00 77 96 70""]"
ph_57a43b40d6a8,AMARYLLIS,SECTION DE COCODY,BINGERVILLE,"BINGERVILLE DERRIERE LE JARDIN BOTANIQUE. CITES SPIAC, OPES 1, S 3 I, GARE DE TAXI",01 41 17 82 92 ; 27 24 30 86 08,"[""01 41 17 82 92"", ""27 24 30 86 08""]"
ph_f275ec5eb866,DU MARCHE,SECTION DE COCODY,BINGERVILLE,PHARMACIE DU PALAIS DE JUSTICE BINGERVILLE / MME KOCOLA CLAUDE - / / BINGERVILLE AV. M'BATTO BOUAKE ROUTE DU PALAIS DE JUSTICE (NANMOUE RESIDENTIEL),01 40 50 74 78 ; 05 04 00 15 26 ; 27 22 55 79 07 ; 07 20 20 34 83,"[""01 40 50 74 78"", ""05 04 00 15 26"", ""27 22 55 79 07"", ""07 20 20 34 83""]"
ph_18e1b860d463,IDUREIL,SECTION DE COCODY,BINGERVILLE,BINGERVILLE KOFFIKRO CARREFOUR BASSAMOISE NON LOIN DE COTE D'IVOIRE ENERGIE,05 55 74 06 18 ; 07 49 37 95 73,"[""05 55 74 06 18"", ""07 49 37 95 73""]"
ph_e3e0b1768c4c,LES COLOMBES,SECTION DE COCODY,BINGERVILLE,"BINGERVILLE, AV KONAN KOUASSI LAMBERT, NON LOIN DE LA PAROISSE ST MARCEL, AKOUAI - SANTAI",07 15 97 55 59 ; 27 24 36 45 62,"[""07 15 97 55 59"", ""27 24 36 45 62""]"
ph_a03ba53f8879,MARINA,SECTION DE COCODY,BINGERVILLE,,27 22 27 04 92 ; 07 97 16 64 99 ; 01 40 08 74 21,"[""27 22 27 04 92"", ""07 97 16 64 99"", ""01 40 08 74 21""]"
ph_3b00f6270249,MOTTO,SECTION DE COCODY,BINGERVILLE,"BINGERVILLE, BLVD DOMINIQUE OUATTARA, PRES DE L'HOTEL FREE WORLD, FACE AU QUARTIER PARIS VILLAGE A PROXIMITE DE LA CITE BNEDT",05 05 10 13 11 ; 07 09 53 76 88 ; 27 22 53 62 35,"[""05 05 10 13 11"", ""07 09 53 76 88"", ""27 22 53 62 35""]"
ph_303a64f49caf,NISSI (NOUVELLE),SECTION DE COCODY,BINGERVILLE,CITE FEH KESSE SUR LA NOUVELLE VOIE GOUDRONNEE / 300 M APRES L'ECOLE MATERNELLE LA PRUNELLE,27 22 40 19 04 ; 07 87 31 66 48 ; 07 58 33 88 48,"[""27 22 40 19 04"", ""07 87 31 66 48"", ""07 58 33 88 48""]"
ph_db8e987380c4,DE COCODY,SECTION DE COCODY,CENTRE COMMERCIAL DE LA CITE DES ARTS,CENTRE COMMERCIAL PETIT MARCHE SCORE / FACE ALLOCODROME,27 22 44 24 95,"[""27 22 44 24 95""]"
ph_a2831364c5e9,AKANDJE,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,BINGERVILLE AKANDJE 2 EN FACE DU MARCHE NON LOIN DES SOCIETES PROMOTIONS PERFORMERS,01 72 75 01 01 ; 05 06 39 16 55 ; 07 00 77 96 70,"[""01 72 75 01 01"", ""05 06 39 16 55"", ""07 00 77 96 70""]"
ph_6cb2388390e5,AMARYLLIS,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,"BINGERVILLE DERRIERE LE JARDIN BOTANIQUE. CITES SPIAC, OPES 1, S 3 I, GARE DE TAXI",01 41 17 82 92 ; 27 24 30 86 08,"[""01 41 17 82 92"", ""27 24 30 86 08""]"
ph_6ba487cff8f6,CARREFOUR SANTE,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,BINGERVILLE AKOUAI SANTAI FACE STATION CORLAY AU CARREFOUR DU LYCEE DES JEUNES FILLES MAMIE FAITAI,07 59 59 30 17,"[""07 59 59 30 17""]"
ph_e0a92da36876,DE GBAGBA (GDE),SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,GBAGBA PETIT PARIS / FACE EGLISE PRESBYTERIENNE,27 24 38 10 74 ; 07 87 73 89 84 ; 01 53 05 39 54,"[""27 24 38 10 74"", ""07 87 73 89 84"", ""01 53 05 39 54""]"
ph_e78e6cf00acc,IDUREIL,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,BINGERVILLE KOFFIKRO CARREFOUR BASSAMOISE NON LOIN DE COTE D'IVOIRE ENERGIE,05 55 74 06 18 ; 07 49 37 95 73,"[""05 55 74 06 18"", ""07 49 37 95 73""]"
ph_07b56aacc642,SAINTS ANDRE ET MARTHE,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,ADJAME - BINGERVILLE / FACE COMPLEXE SPORTIF A 100 M DE SOCOCE,27 24 31 60 50 ; 07 00 77 80 16,"[""27 24 31 60 50"", ""07 00 77 80 16""]"
ph_74044bd5dff8,STE MARIE DE LA CELLE,SECTION DE COCODY,CITE MARINA CARREFOUR SYNDICAT,BINGERVILLE DERRIERE EMPT / CITE PROMOGIM OLYMPIQUE (MTNKRO),07 02 95 24 31 ; 01 51 92 25 91,"[""07 02 95 24 31"", ""01 51 92 25 91""]"
ph_d641fab13cd0,AKANDJE,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,BINGERVILLE AKANDJE 2 EN FACE DU MARCHE NON LOIN DES SOCIETES PROMOTIONS PERFORMERS,01 72 75 01 01 ; 05 06 39 16 55 ; 07 00 77 96 70,"[""01 72 75 01 01"", ""05 06 39 16 55"", ""07 00 77 96 70""]"
ph_575f79b75ce6,AKRE ALBERT ASSAMOI,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,NLLE GARE ROUTIERE,07 57 13 68 36 ; 01 40 95 24 28,"[""07 57 13 68 36"", ""01 40 95 24 28""]"
ph_a575428d5c43,HAVILA (EX PRINCIPALE),SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,RUE PRINCIPALE,07 68 70 45 46,"[""07 68 70 45 46""]"
ph_38329f47460c,IDUREIL,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,BINGERVILLE KOFFIKRO CARREFOUR BASSAMOISE NON LOIN DE COTE D'IVOIRE ENERGIE,05 55 74 06 18 ; 07 49 37 95 73,"[""05 55 74 06 18"", ""07 49 37 95 73""]"
ph_8cee3da988d0,NOTRE DAME DE LA NATIVITE,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,AKOUAI SANTE A 100 M DU CARREFOUR CIE SUR LA ROUTE D'AKANDJE,21 21 80 51 85,"[""21 21 80 51 85""]"
ph_20c45a9ba6ba,ST ARMEL DU PALAIS,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,"SITUEE A 100 M DU PALAIS DE JUSTICE DE BINGERVILLE, AXE M'BATTO - BOUAKE (NANMOUE RESIDENCE)",05 65 44 81 81 ; 01 51 31 81 81,"[""05 65 44 81 81"", ""01 51 31 81 81""]"
ph_083a6790f041,STE MARIE DE LA CELLE,SECTION DE COCODY,CITE PALMA / FACE RESTAURANT COUP DE FREIN,BINGERVILLE DERRIERE EMPT / CITE PROMOGIM OLYMPIQUE (MTNKRO),07 02 95 24 31 ; 01 51 92 25 91,"[""07 02 95 24 31"", ""01 51 92 25 91""]"
ph_1c8ea42ac57a,BOULEVARD DE FRANCE,SECTION DE COCODY,COCODY,GD MARCHE DE COCODY / STATION AGIP BUS N° 28 - 74,27 22 44 74 08,"[""27 22 44 74 08""]"
ph_b16faa04ad18,CHARISMA,SECTION DE COCODY,COCODY,CITE DES ARTS / ENTRE L'ECOLE DE GENDARMERIE ET L'INSAAC,01 01 83 03 09 ; 27 22 44 28 81,"[""01 01 83 03 09"", ""27 22 44 28 81""]"
ph_70e4764bcfce,DES ARTS (GDE),SECTION DE COCODY,COCODY,,27 22 44 93 56 ; 01 02 04 17 11,"[""27 22 44 93 56"", ""01 02 04 17 11""]"
ph_8a6811e43723,DU LYCEE TECHNIQUE,SECTION DE COCODY,COCODY,ROUTE DU LYCEE TECHNIQUE PRES DE LA CLINIQUE DU GOCI,27 22 44 60 77 ; 07 07 03 77 72,"[""27 22 44 60 77"", ""07 07 03 77 72""]"
ph_d8538a7f094a,MALIKA (EX STE MARIE),SECTION DE COCODY,COCODY,COCODY BD France / IMMEUBLE NSIA A COTE DE LA MAISON DU PDCI RDA,27 22 48 69 20 ; 07 00 77 74 12,"[""27 22 48 69 20"", ""07 00 77 74 12""]"
ph_b2e1101ff039,NOTRE DAME DE LA PIETE,SECTION DE COCODY,COCODY,FACE A LA PMI / COCODY VAL DOYEN / COCODY SUD,27 22 55 18 03 ; 07 57 49 38 61,"[""27 22 55 18 03"", ""07 57 49 38 61""]"
ph_797eddc2a165,ST FRANCOIS DE DANGA,SECTION DE COCODY,COCODY,FACE CENTRE CULTUREL AMERICAIN / COCODY DANGA / PROLONGEMENT POSTE DE COCODY,07 04 63 15 90 ; 05 55 65 09 88,"[""07 04 63 15 90"", ""05 55 65 09 88""]"
ph_7102315c1808,ARC EN CIEL,SECTION DE COCODY,COCODY 2 PLATEAUX - AGBAN / ROUTE WILLIAMSVILLE,20 67 II PLATEAUX RUE DES JARDINS / CARREFOUR COMMISSARIAT 12eme ARRONDT,27 22 41 33 90,"[""27 22 41 33 90""]"
ph_51147d97d2aa,LES TULIPES,SECTION DE COCODY,COCODY 2 PLATEAUX - AGBAN / ROUTE WILLIAMSVILLE,II PLATEAUX BD LATRILLE / ESPACE SANTA MARIA / FACE MOSQUEE D'AGHIEN,27 22 42 50 17,"[""27 22 42 50 17""]"
ph_683e54239363,ORCHID,SECTION DE COCODY,COCODY 2 PLATEAUX - AGBAN / ROUTE WILLIAMSVILLE,2 PLATEAUX / BOULEVARD LATRILLE CARREFOUR MACACI,27 22 40 42 75,"[""27 22 40 42 75""]"
