pharmacy_key,pharmacy_name,section,area,address,phones_str,phones_json
ph_3b3ed92473ed,ST AMBROISE,SECTION DE COCODY,COCODY 2 PLATEAUX - AGBAN / ROUTE WILLIAMSVILLE,,07 07 20 34 77 ; 27 22 53 47 78,"[""07 07 20 34 77"", ""27 22 53 47 78""]"
ph_d798fd2cca5f,LA REDEMPTION SARLU,SECTION DE COCODY,DERRIERE LE MARCHE ET LA MOSQUEE DE LA DJIBI,ANGRE CHATEAU D'EAU / FIN GOUDRON EN FACE DU TERRAIN MILITAIRE (FPM),25 22 01 61 96 ; 07 89 43 63 70,"[""25 22 01 61 96"", ""07 89 43 63 70""]"
ph_ef9df9bb9fb4,8ÈME TRANCHE,SECTION DE COCODY,II PLATEAUX,CAFEIERS 6 / APRES LA DJIBI / ROUTE 9EME TRANCHE / FACE CITE BCEAO,27 22 52 34 90 ; 07 48 20 90 78,"[""27 22 52 34 90"", ""07 48 20 90 78""]"
ph_8a815f745392,BELLEVUE,SECTION DE COCODY,II PLATEAUX,ANGRE 8EME TRANCHE SOLEIL II - CAFEIER 8 / APRES LE TERMINUS 205 ET LA PHCIE LES ARCADES SUR LA VOIE EN PAVE,27 22 50 06 24 ; 07 79 33 06 11 ; 07 07 09 95 08,"[""27 22 50 06 24"", ""07 79 33 06 11"", ""07 07 09 95 08""]"
ph_82f003ee6127,BONNE SANTE,SECTION DE COCODY,II PLATEAUX,,27 22 25 60 29 ; 05 86 57 92 36 ; 07 68 60 92 05,"[""27 22 25 60 29"", ""05 86 57 92 36"", ""07 68 60 92 05""]"
ph_59c3945eb762,DE LA DJIBI,SECTION DE COCODY,II PLATEAUX,3EME RUE A GAUCHE / APRES TERMINUS BUS 81 / 82 / DANS LE CENTRE COMMERCIAL DE LA DJIBI,27 22 52 23 76,"[""27 22 52 23 76""]"
ph_e699bdc6b327,DES ALLEES,SECTION DE COCODY,II PLATEAUX,ANGRE BD LATRILLE / 200 M APRES PETRO - IVOIRE / CARREFOUR CAFEIERS 2 STARS 6 / NON LOIN DES ETABLISSEMENTS COUSTEAU,27 22 42 14 58 ; 07 77 37 44 28,"[""27 22 42 14 58"", ""07 77 37 44 28""]"
ph_df328b0149a9,DES LAUREADES,SECTION DE COCODY,II PLATEAUX,ANGRE - ROUTE D'ATTOBAN (RUE L 155) VERS LA DJIBI / FACE TERRAIN SPORT D'ANGRE OU PAR BD LATRILLE FEUX TRICOLORES / COMMISSARIAT D'ANGRE TOURNER A DROITE TOUT DROIT A 400 M,27 22 42 48 10 ; 05 05 79 14 03 ; 07 08 19 80 86,"[""27 22 42 48 10"", ""05 05 79 14 03"", ""07 08 19 80 86""]"
ph_3aa02df0727e,DES PAVILLONS,SECTION DE COCODY,II PLATEAUX,"COCODY 2 PLATEAUX VALLON, DERRIERE STATION TOTAL RUE DES JARDINS, A COTE DE L'HOTEL LA LICORNE",27 22 27 01 17 ; 07 10 39 41 94 ; 05 00 17 57 57,"[""27 22 27 01 17"", ""07 10 39 41 94"", ""05 00 17 57 57""]"
ph_de372e906dd6,DIVINE ONCTION,SECTION DE COCODY,II PLATEAUX,II PLATEAUX RUE J 92 / A 500 M DE SOCOCE VERS LE 12E ARRDT,27 22 41 62 84,"[""27 22 41 62 84""]"
ph_f65c1f41898a,EMERAUDE,SECTION DE COCODY,II PLATEAUX,DERRIERE LA STATION TOTAL SOCOCE II PLATEAUX EN FACE DE LA CLINIQUE LE ROCHER,27 21 57 28 33 ; 01 53 20 42 67,"[""27 21 57 28 33"", ""01 53 20 42 67""]"
ph_f54902f18aae,ESPACE SANTE,SECTION DE COCODY,II PLATEAUX,,01 40 45 06 23 ; 07 07 58 53 86,"[""01 40 45 06 23"", ""07 07 58 53 86""]"
ph_d1a99a295d15,ESPERANCE (NLLE),SECTION DE COCODY,II PLATEAUX,,27 22 53 33 01 ; 07 09 83 40 02,"[""27 22 53 33 01"", ""07 09 83 40 02""]"
ph_9f7745eafa38,HERMES,SECTION DE COCODY,II PLATEAUX,II PLATEAUX ANGRE 9EME TRANCHE PRES DE LA CNPS ENTREE CITE STAR 12,27 22 28 70 57 ; 07 69 45 81 33 ; 27 22 50 10 32,"[""27 22 28 70 57"", ""07 69 45 81 33"", ""27 22 50 10 32""]"
ph_ad993df5506b,NORD SUD,SECTION DE COCODY,II PLATEAUX,II PLATEAUX ANGRE CHATEAU / CARREFOUR DES PRETRES,07 11 11 11 55 ; 27 22 27 15 75,"[""07 11 11 11 55"", ""27 22 27 15 75""]"
ph_2b49dba6140e,NOTRE DAME DU GRAND SIGNE,SECTION DE COCODY,II PLATEAUX,COCODY ANGRE AXE 7ème et 8ème TRANCHE APRES LE PONT SORO,27 22 42 64 13 ; 07 89 12 75 15,"[""27 22 42 64 13"", ""07 89 12 75 15""]"
ph_c4f84b5d2798,RENAISSANCE,SECTION DE COCODY,II PLATEAUX,COCODY II PLATEAUX / COMMANDANT SANON JUSTE DERRIERE APRES ECOLE ITS II PLATEAUX,27 33 77 80 22,"[""27 33 77 80 22""]"
ph_234b6ec4e302,SANTE DE VIE,SECTION DE COCODY,II PLATEAUX,II PLATEAUX AGHIEN / COMMANDANT SANON PRES DE LA BOULANGERIE TOP PAIN,05 06 35 93 05 ; 07 57 49 22 91 ; 07 47 72 03 04,"[""05 06 35 93 05"", ""07 57 49 22 91"", ""07 47 72 03 04""]"
ph_8e5d1627f67c,ST GIL,SECTION DE COCODY,II PLATEAUX,II PLATEAUX RUE DES JARDINS / FACE STATION CORLAY AVANT L'ECHANGEUR / VERS L'ECOLE DE POLICE,27 22 41 94 10 ; 27 22 41 15 42,"[""27 22 41 94 10"", ""27 22 41 15 42""]"
ph_4dd221351c19,STAR 9 ANGRE M. YAO DOU N. PATERNE,SECTION DE COCODY,II PLATEAUX,ANGRE PETRO IVOIRE ENTRE L'EGLISE ST AMBROISE DU JUBILE ET LE COLLEGE VICTOR LOBA,07 88 35 99 11 ; 05 00 65 71 71 ; 07 78 96 54 38,"[""07 88 35 99 11"", ""05 00 65 71 71"", ""07 78 96 54 38""]"
ph_44fc0b999069,STE CECILE,SECTION DE COCODY,II PLATEAUX,COCODY II PLATEAUX RUE DES JARDINS AU NIVEAU DU CENTRE PAROISSIAL STE CECILE,27 22 42 63 35 ; 27 22 54 17 49 ; 07 03 93 83 97,"[""27 22 42 63 35"", ""27 22 54 17 49"", ""07 03 93 83 97""]"
ph_7a33dfb8a93a,STE MONIQUE,SECTION DE COCODY,II PLATEAUX,RUE ANGRE - PLATEAU DOKUI / CARREFOUR LYCEE MAHOU,07 58 17 61 66,"[""07 58 17 61 66""]"
ph_c73a3e40e945,STE TRINITE,SECTION DE COCODY,II PLATEAUX,CARREFOUR BD LATRILLE / ROUTE DE WILLIAMSVILLE / PRES SUPER MARCHE PRIX CHOC / LIGNE BUS 49,27 22 41 68 88,"[""27 22 41 68 88""]"
ph_6f080cf1adb9,APPAUL,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,COCODY 8EME TRANCHE 50 M DU COLLEGE STE CAMILLE / INTERIEUR CENTRE COMMERCIAL « PARK'N SHOP »,27 22 50 26 40,"[""27 22 50 26 40""]"
ph_543316a69700,BEL HORIZON,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,BD LATRILLE ANGRE NORD / 50 M PETRO IVOIRE - LATRILLE PRES DE WESTERN UNION,01 73 11 10 10,"[""01 73 11 10 10""]"
ph_1198e6a6560c,EMMANUEL,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,,05 85 54 32 97 ; 07 67 47 68 95,"[""05 85 54 32 97"", ""07 67 47 68 95""]"
ph_2a4bf1cfe7fd,LAS PALMAS,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,II PLATEAUX - AGHIEN / BD LATRILLE - CARREFOUR LAS PALMAS,27 22 42 14 79 ; 01 01 21 65 65,"[""27 22 42 14 79"", ""01 01 21 65 65""]"
ph_acf45cbc20db,LATRILLE,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,BD LATRILLE FACE L'ENA,27 22 46 40 04 ; 01 03 76 30 40 ; 07 57 49 08 40,"[""27 22 46 40 04"", ""01 03 76 30 40"", ""07 57 49 08 40""]"
ph_7f72054e323f,SAINT ANGE DES AMIS,SECTION DE COCODY,II PLATEAUX FACE AU 12ÈME ARRONDISSEMENT,ANGRE 7E TRANCHE CARREFOUR BLUETOOTH DANS L'ANCIENTE DE L'ANCIEN BAR BLUETOOTH,27 22 30 05 72 ; 07 78 41 52 77 ; 07 69 35 40 24,"[""27 22 30 05 72"", ""07 78 41 52 77"", ""07 69 35 40 24""]"
ph_3d6f0b7a3701,ANALYA,SECTION DE COCODY,RIVIERA,400 M DU CENTRE HOSPITALIER UNIVERSITAIRE REGIONALE D'ANGRE / AU FEU FACE CITE GESTOCI,07 08 95 19 25,"[""07 08 95 19 25""]"
ph_e18aebbbee26,BD MITTERRAND,SECTION DE COCODY,RIVIERA,ROUTE DE BINGERVILLE / CARREFOUR BONOUMIN KM 9 APRES CARREFOUR STE FAMILLE,27 22 47 90 45,"[""27 22 47 90 45""]"
ph_644d71eb2aef,BETHEL - ATTOBAN,SECTION DE COCODY,RIVIERA,,27 22 43 22 83 ; 07 78 39 76 46 ; 07 47 11 48 41,"[""27 22 43 22 83"", ""07 78 39 76 46"", ""07 47 11 48 41""]"
ph_137c5559d2e4,DE L'IMMACULEE CONCEPTION,SECTION DE COCODY,RIVIERA,RIVIERA GOLF / FACE CITE « LES JARDINS DE LA RIVIERA» NON LOIN PETITE MOSQUEE DE LA RIVIERA APRES L'UNIVERSITE FHB,27 22 54 13 93 ; 07 09 77 30 30,"[""27 22 54 13 93"", ""07 09 77 30 30""]"
ph_e465f2f3d341,DE LA RIVIERA,SECTION DE COCODY,RIVIERA,CARREFOUR RIVIERA II,07 58 17 62 14,"[""07 58 17 62 14""]"
ph_dd199266b4bf,DU PATRIMOINE,SECTION DE COCODY,RIVIERA,COCODY RIVIERA ATTOBAN AV DU COLONEL ZINSOU CARREFOUR CAMP,27 22 31 94 29 ; 05 01 41 33 33,"[""27 22 31 94 29"", ""05 01 41 33 33""]"
ph_a7a7c299a0f6,DUNIA (NOUVELLE),SECTION DE COCODY,RIVIERA,II PLATEAUX 7EME TRANCHE / ROUTE D'ATTOBAN / 50 M COMMISSARIAT 30EME ARRONDISSEMENT,27 22 24 61 59 ; 07 79 05 05 05,"[""27 22 24 61 59"", ""07 79 05 05 05""]"
ph_46d9fc149f72,ENICA,SECTION DE COCODY,RIVIERA,CARREFOUR MARCHE DE LA PALMERAIE / DIRECTION CARREFOUR GUIRAUD ET TOUT DROIT FIN GOUDRON,27 22 49 33 75 ; 05 46 47 46 94,"[""27 22 49 33 75"", ""05 46 47 46 94""]"
ph_eba04251fba7,LES 3 SOURCES,SECTION DE COCODY,RIVIERA,CARREFOUR PETRO - IVOIRE DJOROBITE 1 / ADOSSEE A CHATEAUX ET LUMIERES / AVENUE TIEMOKO MEYLIET AVANT LE,27 22 89 99 71 ; 07 10 29 55 15 ; 05 02 32 59 59 ; 01 51 34 96 96,"[""27 22 89 99 71"", ""07 10 29 55 15"", ""05 02 32 59 59"", ""01 51 34 96 96""]"
ph_b6129bef3369,LES ELIAS,SECTION DE COCODY,RIVIERA,"RIVIERA GOLF - CARREFOUR ELIAS / JARDINS DE LA RIVIERA PRES DU GRAND TERRAIN DES TOURS SICOGI, ELIAS ET JARDINS / 3, RUE D 46",27 22 43 28 85 ; 07 08 08 96 93,"[""27 22 43 28 85"", ""07 08 08 96 93""]"
ph_991d374826d7,LES JARDINS D'EDEN,SECTION DE COCODY,RIVIERA,RIVIERA 4 / AXE MPOUTO - CIAD - AMBASSADE DE CHINE / FACE ECOLE LIBANAISE,27 22 43 82 67 ; 07 79 19 20 04 ; 01 01 37 58 10 ; 07 68 78 44 51,"[""27 22 43 82 67"", ""07 79 19 20 04"", ""01 01 37 58 10"", ""07 68 78 44 51""]"
ph_b7f552b018a0,LES ROSIERS,SECTION DE COCODY,RIVIERA,66 / RIVIERA PALMERAIE / ROSIERS PROGRAMME 3 / ROND POINT ECOLE KOUADIO ASSAHORE TERMINUS BUS 210,27 22 49 21 67,"[""27 22 49 21 67""]"
ph_7ed65c818404,MARTHE ROBIN,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE CITE SIPIM 3 / FACE ESPACE VERT / ROUTE ST VIATEUR,27 22 49 24 79 ; 07 58 17 16 14,"[""27 22 49 24 79"", ""07 58 17 16 14""]"
ph_088dc9f6132d,NOTRE DAME DE L'INCARNATION,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE NON LOIN DU CENTRE DE SANTE A BASE COMMUNAUTAIRE,27 22 59 20 39 ; 07 08 94 58 53 ; 07 89 00 98 54,"[""27 22 59 20 39"", ""07 08 94 58 53"", ""07 89 00 98 54""]"
ph_dfac1e118bce,PALMERAIE SARL,SECTION DE COCODY,RIVIERA,RIVIERA III - ENTRE LES DEUX STATIONS D'ESSENCE ET LE ROND POINT / EN FACE DE L'ESPACE DE JEU SOCOCE,27 22 47 91 19,"[""27 22 47 91 19""]"
ph_9309ccbea892,PHILADELPHIE,SECTION DE COCODY,RIVIERA,COCODY RIVIERA GOLF CARREFOUR SOL BENI A L'ARRET DE BUS N°28 M'POUTO,05 44 62 35 42,"[""05 44 62 35 42""]"
ph_0a769664cf4a,RIVIERA M'BADON,SECTION DE COCODY,RIVIERA,RIVIERA M'BADON A COTE DE L'AMBASSADE DE CHINE,27 24 31 67 12 ; 07 59 37 20 39,"[""27 24 31 67 12"", ""07 59 37 20 39""]"
ph_14a6fdec51b2,ST ANGE,SECTION DE COCODY,RIVIERA,RIVIERA II ROUTE D'ATTOBAN / PRES DU COLLEGE ANDRE MALRAUX,27 22 43 22 05 ; 01 01 62 53 60,"[""27 22 43 22 05"", ""01 01 62 53 60""]"
ph_b3ff074f5909,ST BERNARD,SECTION DE COCODY,RIVIERA,"CITE ATTOBAN / PRES DE CIPHARM / PAR CARREFOUR RIVIERA II / TOURNER VERS GROUPE SCOLAIRE ANDRE MALRAUX ET TOUT DROIT OU / PAR LA RUE DES II PLATEAUX VOIE D'ACCES FACE RESTAURANT NUIT DU SAÎGON""",27 22 43 65 46 ; 07 78 99 52 51 ; 07 08 44 90 37,"[""27 22 43 65 46"", ""07 78 99 52 51"", ""07 08 44 90 37""]"
ph_ac5a50ec9947,ST JEAN PAUL II DE BONOUMIN,SECTION DE COCODY,RIVIERA,RIVIERA BONOUMIN 500 M AU NORD D'ABIDJAN MALL APRES CARREFOUR DJEDJE MADY,27 22 28 86 87 ; 07 79 41 92 76,"[""27 22 28 86 87"", ""07 79 41 92 76""]"
ph_46b50ff3f5b9,ST PAUL,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE / BONOUMIN CARREFOUR CITE PRESSE (SYNINFO) EN FACE DE LA RESIDENCE DES FRERES DU SACRE CŒUR,27 22 49 29 01,"[""27 22 49 29 01""]"
ph_f9c6ed29304b,ST PIERRE D'ANONO,SECTION DE COCODY,RIVIERA,COCODY - RIVIERA / ZONE DE LA GARE D'ANONO,21 22 80 03 74 ; 27 24 33 75 87 ; 27 24 56 36 67,"[""21 22 80 03 74"", ""27 24 33 75 87"", ""27 24 56 36 67""]"
ph_e1b43dfb7ac1,ST RAPHAEL ARCHANGE,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE / SITUE ENTRE LE SUPERMARCHE CDCI ET L'ECOLE MACI - CANADA,27 22 51 25 75 ; 01 40 34 08 94 ; 07 12 66 85 74,"[""27 22 51 25 75"", ""01 40 34 08 94"", ""07 12 66 85 74""]"
ph_54a3ecd611c8,STE AGATHE,SECTION DE COCODY,RIVIERA,RIVIERA III ROUTE DU LYCEE FRANÇAIS,27 22 47 48 19,"[""27 22 47 48 19""]"
ph_ac69d35d10fb,STE AGNES,SECTION DE COCODY,RIVIERA,RIVIERA BONOUMIN / CARREFOUR TOP PAIN TERMINUS WORO WORO ENTRE LES RESIDENCES EMERAUDE IV ABRI 2000 1 ET LE ROND POINT ADO,01 01 13 84 17,"[""01 01 13 84 17""]"
ph_71896be1dcdd,STE CLEMENTINE,SECTION DE COCODY,RIVIERA,A L'EXTREME GAUCHE DU NOUVEAU CHU D'ANGRE EN SORTANT PAR L'ENTREE PRINCIPALE,01 52 79 93 90 ; 27 23 49 23 84 ; 27 22 20 67 19,"[""01 52 79 93 90"", ""27 23 49 23 84"", ""27 22 20 67 19""]"
ph_3fb33997df36,STE FAMILLE,SECTION DE COCODY,RIVIERA,RIVIERA III ALLABRA / PAR LE BD MITTERRAND / FACE A CAP NORD,27 22 47 76 76 ; 07 07 41 38 58,"[""27 22 47 76 76"", ""07 07 41 38 58""]"
ph_ee6ddf5a92a2,STE MARIE DES BEATITUDES,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE / SCI LES ROSIERS 1ER PROGRAMME EN FACE DE LA BARRIERE 6,07 12 18 47 91 ; 01 71 20 67 21 ; 05 05 00 09 52,"[""07 12 18 47 91"", ""01 71 20 67 21"", ""05 05 00 09 52""]"
ph_3bd3a56d343e,TERA (NOUVELLE),SECTION DE COCODY,RIVIERA,II PLATEAUX 7 EME TRANCHE DANS LE CENTRE COMMERCIAL TERA,07 77 88 74 14 ; 27 22 42 49 91,"[""07 77 88 74 14"", ""27 22 42 49 91""]"
ph_929e3da48bb1,VAL DE GRACE,SECTION DE COCODY,RIVIERA,RIVIERA PALMERAIE / ROUTE DE L'HOTEL BELLECOTE A 200 M DU COLLEGE LE FIGUIER,07 03 81 21 81 ; 01 03 87 15 15 ; 27 22 49 93 44,"[""07 03 81 21 81"", ""01 03 87 15 15"", ""27 22 49 93 44""]"
ph_e873977ca712,BONOUMIN (NVLLE),SECTION DE COCODY,RIVIERA 3 SYNACASSCI ROUTE DE MBADON,COCODY RIVIERA BONOUMIN / VOIE MENANT DU COLLEGE ANDRE MALRHAUX A L'EGLISE LA DESTINEE (NOUVEAU GOUDRON),07 07 93 68 50 ; 27 22 49 49 34,"[""07 07 93 68 50"", ""27 22 49 49 34""]"
ph_bee0b6da96e7,MARIE ESTHER (GRANDE),SECTION DE COCODY,RIVIERA 3 SYNACASSCI ROUTE DE MBADON,RIVIERA PALMERAIE / ROSIERS PROGRAMME 4 / ROUTE DU LYCEE SAINT VIATEUR,07 78 99 92 59 ; 07 79 77 57 71 ; 27 22 49 53 23,"[""07 78 99 92 59"", ""07 79 77 57 71"", ""27 22 49 53 23""]"
ph_0e3da4ba0094,RUE MINISTRE (NVELLE),SECTION DE COCODY,RIVIERA 3 SYNACASSCI ROUTE DE MBADON,RIVIERA PALMERAIE / RUE MINISTRE / DERRIERE LA BICICI PALMERAIE,27 22 59 56 67 ; 07 69 16 56 15 ; 05 04 58 44 56,"[""27 22 59 56 67"", ""07 69 16 56 15"", ""05 04 58 44 56""]"
ph_6e1a2bef046c,ST MOISE (GDE),SECTION DE COCODY,RIVIERA 3 SYNACASSCI ROUTE DE MBADON,COCODY 9EME TRANCHE ABRI 2000 SUR VOIE PRINCIPALE ENTRE ROND POINT ADO ET CELUI AVANT LA PHCIE HERMES,27 22 49 61 36 ; 01 02 43 94 10 ; 07 58 18 81 77,"[""27 22 49 61 36"", ""01 02 43 94 10"", ""07 58 18 81 77""]"
ph_103e3ab839a5,ST VIATEUR,SECTION DE COCODY,RIVIERA 3 SYNACASSCI ROUTE DE MBADON,RIVIERA PALMERAIE / 200 M DU ROND POINT ST VIATEUR ROUTE HOPITAL GENERAL D'ANGRE,07 88 88 04 80,"[""07 88 88 04 80""]"
ph_c2b232fc83a5,BON PASTEUR,SECTION DE COCODY,RIVIERA ATTOBAN FACE COLLEGE JULES FERRY,RIVIERA III CARREFOUR LYCEE FRANÇAIS FACE EGLISE BON PASTEUR PRES DU COLLEGE L'ARDOISE,07 58 09 46 75 ; 27 22 47 04 05 ; 27 22 47 03 91,"[""07 58 09 46 75"", ""27 22 47 04 05"", ""27 22 47 03 91""]"
ph_173343585957,DES CITES SYNACASSI SARL,SECTION DE COCODY,RIVIERA ATTOBAN FACE COLLEGE JULES FERRY,,07 58 14 14 05 ; 25 22 00 13 15,"[""07 58 14 14 05"", ""25 22 00 13 15""]"
ph_0b7f528a1be9,CATLEYAS,SECTION DE COCODY,ROUTE ABATTA / APRES SICTA QUARTIER ORIBAT,BD MITTERRAND CARREFOUR ABATTA,27 22 47 07 79,"[""27 22 47 07 79""]"
ph_50ff43ab073e,KELIAM,SECTION DE COCODY,ROUTE ABATTA / APRES SICTA QUARTIER ORIBAT,CARREFOUR ABATTA / A GAUCHE ROUTE CITE SIR EN BORDURE DU NOUVEAU GOUDRON,07 04 73 04 35,"[""07 04 73 04 35""]"
ph_95ee89f1d78a,ST MARTIN DE FAYA,SECTION DE COCODY,ROUTE ABATTA / APRES SICTA QUARTIER ORIBAT,RIVIERA FAYA PROLONGEMENT CLOTURE NOUVEAU CAMP MILITAIRE D'AKOUEDO APRES CITE GENIE 2000,27 22 55 69 39 ; 01 03 45 38 88 ; 07 59 82 21 15,"[""27 22 55 69 39"", ""01 03 45 38 88"", ""07 59 82 21 15""]"
ph_e5aadf26056b,STS COME ET DAMIEN,SECTION DE COCODY,TERMINUS SOTRA,,07 79 44 54 67 ; 07 58 09 47 56,"[""07 79 44 54 67"", ""07 58 09 47 56""]"
ph_9df673750edb,BOULEVARD Y4,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,RIVIERA AKOUEDO PALMERAIE / ZONE ATCI ENTRE LES DEUX RONDS POINTS DU NOUVEAU ET ANCIEN CAMP / A 100 METRES DU GARAGE CFA,05 75 37 44 15 ; 01 71 23 65 56,"[""05 75 37 44 15"", ""01 71 23 65 56""]"
ph_a228319a4470,CADUCEE MODERNE,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,AKOUEDO PALMERAIE ZONE ATCI CARREFOUR DU NOUVEAU CAMP ROUTE DE BINGERVILLE A 150 M DE LA VOIE PRINCIPALE,05 85 66 35 35,"[""05 85 66 35 35""]"
ph_db38f83f683f,CEPHAS,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,,07 77 74 58 57 ; 07 07 69 48 67,"[""07 77 74 58 57"", ""07 07 69 48 67""]"
ph_d86c05f3f94a,CITE SIR,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,ABATTA VERS LA CITE SIR,05 84 33 80 79,"[""05 84 33 80 79""]"
ph_104ec2d11231,CYD NIKO DES LAURIERS,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,RIVIERA 5 / BD MITTERRAND FACE PETIT PORTAIL DE LA CITE GENIE 2000,27 22 47 69 27 ; 07 77 00 00 76,"[""27 22 47 69 27"", ""07 77 00 00 76""]"
ph_14af6224b01a,DU FUTUR,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,BD MITTERRAND / IMMEUBLE MARIAM / A COTE SOCOPRIX RIVIERA PALMERAIE TRIANGLE ZONE DES IMPOTS,27 22 47 41 57 ; 07 77 33 79 02 ; 01 43 33 99 75,"[""27 22 47 41 57"", ""07 77 33 79 02"", ""01 43 33 99 75""]"
ph_0a3d2df9a109,EAU VIVE,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,ROUTE ABATTA / CARREFOUR SUPERMARCHE AB CENTER,27 22 47 34 45 ; 07 58 03 58 00,"[""27 22 47 34 45"", ""07 58 03 58 00""]"
ph_067234062464,ELIEZER,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,RIVIERA FAYA CARREFOUR AKOUEDO ZONE OPERATION IMMOBILIERE ATCI,27 22 51 96 72 ; 01 71 49 49 37,"[""27 22 51 96 72"", ""01 71 49 49 37""]"
ph_4de1faadd995,EPHRATA,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,PROLONGEMENT MISSION EPHRATA RIVIERA CARREFOUR / ABATTA A GAUCHE SUR LA ROUTE DE LA CITE SIR,05 75 37 94 07 ; 07 77 36 90 10,"[""05 75 37 94 07"", ""07 77 36 90 10""]"
ph_9151ddaeb501,HOSANNA,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,RIVIERA 3 TRIANGLE / ENTRE LE CENTRE DES IMPOTS DE LA RIVIERA ET LE RD POINT DE L'ANCIEN CAMP D'AKOUEDO / PRES DE LA CLINIQUE ST VIATEUR,27 22 55 25 59 ; 01 01 17 29 31 ; 07 97 64 33 50,"[""27 22 55 25 59"", ""01 01 17 29 31"", ""07 97 64 33 50""]"
ph_4937e127e271,KAMON N'SIO,SECTION DE COCODY,ZONE AKOUEDO - PALMERAIE EXTENSION - ABATTA,ABATTA RIVIERA EPHRATA IMMEUBLE SYMPHONIUM EN DIRECTION DE LA CITE BNETD ET LA CITE SIR EN VENANT DU,27 21 52 41 53 ; 07 06 84 75 53 ; 01 71 32 65 41 ; 05 64 30 68 05,"[""27 21 52 41 53"", ""07 06 84 75 53"", ""01 71 32 65 41"", ""05 64 30 68 05""]"
