pharmacy_key,pharmacy_name,city,address,phones_str,phones_json
ph_2caa452a0046,DE LA PAIX DUEKOUE,Duekoue,,07 14 25 77 67 / 07 15 87 87 87,"[""07 14 25 77 67"", ""07 15 87 87 87""]"
ph_eab0ad0dfec8,DIVINE GRACE,Duekoue,,27 33 70 21 79,"[""27 33 70 21 79""]"
ph_5a01fc648863,KOKOMAN VIE,Duekoue,,27 21 58 73 15 / 07 87 75 13 73,"[""27 21 58 73 15"", ""07 87 75 13 73""]"
ph_dcc0f3f3a1ce,MASSEBA,Duekoue,,27 21 79 86 38 / 07 09 51 35 03 / 05 00 14 82 82,"[""27 21 79 86 38"", ""07 09 51 35 03"", ""05 00 14 82 82""]"
ph_6f504330f8b8,WAHON,Duekoue,,07 57 02 90 57,"[""07 57 02 90 57""]"
ph_c922167dc1ce,AHOUANE,Gagnoa,BABRE,27 32 77 82 35,"[""27 32 77 82 35""]"
ph_80f0c287aef9,CENTRALE,Gagnoa,FACE GRANDE GARE,27 32 77 24 62,"[""27 32 77 24 62""]"
ph_74df5f9f7c45,DAR ES SALAM,Gagnoa,NOUVEAU GOUDRON,07 07 69 47 92 / 27 32 77 11 48,"[""07 07 69 47 92"", ""27 32 77 11 48""]"
ph_6623c312a7bb,DE BARHYO / M.EZOA JEAN ADJE KOUAME,Gagnoa,GARAGE KOFFI,07 67 88 85 20 / 01 42 64 11 87,"[""07 67 88 85 20"", ""01 42 64 11 87""]"
ph_a9eb32db1b2a,DE GARAHIO,Gagnoa,GARAHIO,32 77 10 56,"[""32 77 10 56""]"
ph_466083a65893,DIOULABOUGOU SANTE,Gagnoa,,27 32 77 16 35,"[""27 32 77 16 35""]"
ph_672615f19623,DU CHATEAU,Gagnoa,MOSQUEE EN BOIS,27 32 77 38 38,"[""27 32 77 38 38""]"
ph_b29c73b5368f,DU GOGNOA,Gagnoa,FACE AU GRAND MARCHE,27 32 77 22 92,"[""27 32 77 22 92""]"
ph_91552c0f4d2f,DU MARCHE,Gagnoa,FACE BIT,27 32 77 22 62,"[""27 32 77 22 62""]"
ph_12bfa0e0960e,LAFIA / M.TOURE TESSE HAMED,Gagnoa,PETIT MARCHE DIOULABOUGOU,27 32 77 25 20,"[""27 32 77 25 20""]"
ph_030c2e94511e,MANUELLA,Gagnoa,ONY-BABRE,05 75 41 56 31 / 07 68 36 96 47,"[""05 75 41 56 31"", ""07 68 36 96 47""]"
ph_f5d8e41e419b,MARLYNS,Gagnoa,FACE CSK,27 32 77 12 24 / 07 57 49 38 18 / 07 49 03 32 44,"[""27 32 77 12 24"", ""07 57 49 38 18"", ""07 49 03 32 44""]"
ph_b89799a3bb48,MATHE,Gagnoa,COCOVILLE,27 32 77 20 83,"[""27 32 77 20 83""]"
ph_b68604293ba5,NOTRE DAME IMMACULEE CONCEPTION,Gagnoa,FACE CLINIQUE FROMAGER,27 32 77 24 88,"[""27 32 77 24 88""]"
ph_443c15126475,PRINCIPALE,Gagnoa,FACE SOCOCE,27 32 77 23 16,"[""27 32 77 23 16""]"
ph_ed98141175e5,ST FRANCOIS D'ASSISE,Gagnoa,QUARTIER SOLEIL,27 32 77 77 93,"[""27 32 77 77 93""]"
ph_20059452fb32,STE PAULINE,Gagnoa,FACE PREFECTURE,27 32 77 25 62 / 27 32 77 29 64 / 01 01 45 67 14,"[""27 32 77 25 62"", ""27 32 77 29 64"", ""01 01 45 67 14""]"
ph_857fb6914728,COLOMBE,Grand-Bassam,,27 21 30 38 52,"[""27 21 30 38 52""]"
ph_53a58dba0683,DU MARCHE DE GRAND BASSAM,Grand-Bassam,,27 21 30 18 13,"[""27 21 30 18 13""]"
ph_619f64dfe142,ELOÏTE,Grand-Bassam,,07 07 32 95 98,"[""07 07 32 95 98""]"
ph_3b4ad3fd3e42,JLOG,Grand-Bassam,,07 76 35 35 36,"[""07 76 35 35 36""]"
ph_71d53ec12986,LE REEL,Grand-Bassam,,27 21 30 33 47,"[""27 21 30 33 47""]"
ph_37fb89cf82f4,LEANA,Grand-Bassam,,07 97 01 84 64,"[""07 97 01 84 64""]"
ph_3732fdb5e725,MOCKEYVILLE,Grand-Bassam,,07 99 44 78 46,"[""07 99 44 78 46""]"
ph_18431136f7c2,PETIT MARCHE,Grand-Bassam,,27 21 30 30 05,"[""27 21 30 30 05""]"
ph_475ffef96632,QUARTIER AIR FRANCE,Grand-Bassam,,27 21 31 21 83,"[""27 21 31 21 83""]"
ph_854446dcd341,SAINTE EUNICE,Grand-Bassam,,07 07 92 60 66,"[""07 07 92 60 66""]"
ph_7bdee0962347,ST AMANS,Grand-Bassam,,27 21 30 11 35,"[""27 21 30 11 35""]"
ph_caf6dd6cb8c3,WASSIA,Grand-Bassam,,27 21 30 17 94,"[""27 21 30 17 94""]"
ph_461dd507ea08,YELE,Grand-Bassam,,27 21 30 26 85,"[""27 21 30 26 85""]"
ph_a81febd94a5f,DE GUIGLO,Guiglo,,07 77 09 85 37 / 05 05 93 83 83,"[""07 77 09 85 37"", ""05 05 93 83 83""]"
ph_d871ad3d194e,DU MARCHE DE GUIGLO,Guiglo,,27 33 70 44 83 / 07 07 87 83 34,"[""27 33 70 44 83"", ""07 07 87 83 34""]"
ph_aa3b68ff8d91,MORIJAH,Guiglo,,05 84 32 21 21 / 05 76 99 05 05,"[""05 84 32 21 21"", ""05 76 99 05 05""]"
ph_90757dfd1420,NIKLA,Guiglo,,27 33 70 53 80,"[""27 33 70 53 80""]"
ph_5e27b56a4ff3,(NOUVELLE) ESPOIR,Issia,,27 32 77 01 76 / 07 07 71 17 60,"[""27 32 77 01 76"", ""07 07 71 17 60""]"
ph_d3c9ac35fc23,DIVINE GRACE,Issia,,27 34 77 82 20 / 07 57 48 81 40 / 01 71 57 07 07,"[""27 34 77 82 20"", ""07 57 48 81 40"", ""01 71 57 07 07""]"
ph_4fd1c85120a3,DU COMMERCE,Issia,,27 32 77 00 45,"[""27 32 77 00 45""]"
ph_a928dfb3ec8f,HADASSA (GDE),Issia,,07 87 87 62 39,"[""07 87 87 62 39""]"
ph_17b1174d787c,NOTRE DAME DE LA DELIVRANCE / M.KOUAME DJEMIS ANGE NOGUES,Issia,,07 09 81 07 09,"[""07 09 81 07 09""]"
ph_331573ed87bd,AMOUR,Korhogo,,07 03 03 30 06,"[""07 03 03 30 06""]"
ph_d475c5ae8ac0,CHIGATA,Korhogo,,05 01 28 16 16,"[""05 01 28 16 16""]"
ph_46ea9b510a73,DU 14 / M.CISSE MAMADOU,Korhogo,,27 36 85 04 73,"[""27 36 85 04 73""]"
ph_04c8add86a2f,DU MARCHE,Korhogo,,27 36 85 02 74,"[""27 36 85 02 74""]"
ph_a1b56e9432ba,DU MONT KORHOGO,Korhogo,,27 36 86 06 47,"[""27 36 86 06 47""]"
ph_2555a56e733a,DU NORD,Korhogo,,27 36 86 02 74,"[""27 36 86 02 74""]"
ph_bc686e16e81e,FOTAMANA,Korhogo,,07 04 64 93 82,"[""07 04 64 93 82""]"
ph_32668d1957e2,MONGAHA,Korhogo,FEUX TRICOLORES DU QUARTIER MONGAHA,25 36 00 58 16,"[""25 36 00 58 16""]"
ph_a7e2a01b0e9e,NASSARA,Korhogo,,27 36 86 32 64,"[""27 36 86 32 64""]"
ph_bdb9e459a1ed,NOTRE DAME,Korhogo,,27 36 86 37 90,"[""27 36 86 37 90""]"
ph_87e19a3dfcf4,NOUR,Korhogo,,27 36 86 07 39,"[""27 36 86 07 39""]"
ph_bf09a711fcf4,NOUVEAU QUARTIER,Korhogo,,07 57 71 33 91,"[""07 57 71 33 91""]"
ph_ba025f00bbae,PALAIS DE JUSTICE,Korhogo,,27 36 85 37 55 / 07 87 70 20 33,"[""27 36 85 37 55"", ""07 87 70 20 33""]"
ph_de6deb5210bc,PRINCIPALE,Korhogo,,27 36 86 08 35,"[""27 36 86 08 35""]"
ph_0ceb9b50fb47,SALAM KORHOGO,Korhogo,,27 36 80 00 51 / 07 69 51 96 29,"[""27 36 80 00 51"", ""07 69 51 96 29""]"
ph_5fcf1eaea9aa,SANMIEN DE NATIO,Korhogo,"QUARTIER NATIO KOBADARA, ROUTE DE FERKE",27 35 95 97 96 / 07 00 77 88 08,"[""27 35 95 97 96"", ""07 00 77 88 08""]"
ph_0775c7169531,SOBA,Korhogo,,27 36 86 37 39,"[""27 36 86 37 39""]"
ph_62b190d27b8b,TCHERGNIM,Korhogo,ROUTE FERKE FACE DOMICILE KASSOUM COULIBALY,27 36 86 23 15,"[""27 36 86 23 15""]"
ph_dea071dc9536,DE LA GRANDE MOSQUEE,Man,,01 01 47 51 32,"[""01 01 47 51 32""]"
ph_6772e077f6a1,DES CASCADES,Man,M DE LA STATION OLA SUR LA VOIE PRINCIPALE DE L'AXE MAN-BIANKOUMA,27 24 57 77 10 / 01 01 03 83 91,"[""27 24 57 77 10"", ""01 01 03 83 91""]"
ph_356921a55a10,DI GEORGES,Man,QUARTIER GRAND GBAPLEU FACE DE NIDHALEY (CONSEIL REGIONAL DU TONKPI),07 48 92 70 00 / 05 75 43 73 74 / 07 07 40 46 07,"[""07 48 92 70 00"", ""05 75 43 73 74"", ""07 07 40 46 07""]"
ph_d00d86523124,DU COMMERCE,Man,,27 33 79 32 72,"[""27 33 79 32 72""]"
ph_61940b15a5f6,FIDELITAS,Man,GBAPEU/ NON LOIN DE L'INFAS EN FACE DE LA BOULANGERIE DE L'ETOILE,01 53 51 70 10 / 07 15 96 44 39,"[""01 53 51 70 10"", ""07 15 96 44 39""]"
ph_7664bd3f3017,KHIANELLY,Man,,05 44 33 74 60 / 27 33 79 36 82,"[""05 44 33 74 60"", ""27 33 79 36 82""]"
ph_a0c41422133b,LA COLOMBE(NVLLE),Man,,01 33 78 07 49,"[""01 33 78 07 49""]"
ph_b92d598c5d27,LIBREVILLE / M.KOUAME YAO BROU HYLAIRE,Man,QUARTIER LIBREVILLE FACE A LA BOULANGERIE / PRES DE LA GARE DE TOUBA,27 33 79 90 01 / 01 73 71 85 35,"[""27 33 79 90 01"", ""01 73 71 85 35""]"
ph_04031445d8d9,LYCEE CLUB,Man,QTIER LYCEE RESIDENTIEL,01 01 00 61 24,"[""01 01 00 61 24""]"
ph_6a86a66dfee1,LYMANYA,Man,,27 33 73 03 69,"[""27 33 73 03 69""]"
ph_faebbe7907a3,MODERNE,Man,,27 33 79 03 39,"[""27 33 79 03 39""]"
ph_0fd4964933c1,ODELIA,Man,,27 35 99 35 27,"[""27 35 99 35 27""]"
ph_8d91103e0f65,DES FRONTIERES,Odienne,,07 07 84 90 38 / 06 06 99 00 92,"[""07 07 84 90 38"", ""06 06 99 00 92""]"
ph_95b944f0b91a,DU DENGUELE,Odienne,,07 68 77 25 78 / 07 68 77 25 76,"[""07 68 77 25 78"", ""07 68 77 25 76""]"
ph_b1a578a6c67a,DU ROND POINT,Odienne,,07 07 49 89 10,"[""07 07 49 89 10""]"
ph_2bd7fc48ce98,DU STADE ODIENNE,Odienne,,01 71 88 58 65 / 05 95 53 88 46,"[""01 71 88 58 65"", ""05 95 53 88 46""]"
ph_97df63c8d0da,SOURCE DE VIE,Oume,,07 67 33 81 31 / 27 21 74 86 39,"[""07 67 33 81 31"", ""27 21 74 86 39""]"
ph_52b2e85d12e9,BEATITUDES,San Pedro,,27 34 71 31 87 / 07 08 94 40 57,"[""27 34 71 31 87"", ""07 08 94 40 57""]"
ph_bc6b7d87ed49,DE L'ARCHANGE,San Pedro,,27 34 71 01 62 / 07 07 09 00 37,"[""27 34 71 01 62"", ""07 07 09 00 37""]"
ph_3788f3c5d621,DE LA CITE (NVLLE),San Pedro,,27 34 71 11 71 / 07 89 26 24 25,"[""27 34 71 11 71"", ""07 89 26 24 25""]"
ph_6321b579f06e,DE LA VIE / M.GOSSO FRANCK GERARD,San Pedro,,27 33 71 64 40 / 01 04 69 22 54 / 07 48 37 09 92,"[""27 33 71 64 40"", ""01 04 69 22 54"", ""07 48 37 09 92""]"
ph_a5454ff53a18,DES MOSQUEES,San Pedro,,07 79 44 54 87,"[""07 79 44 54 87""]"
ph_38d29ae36ccf,DIVINE PROVIDENCE,San Pedro,,01 08 03 10 27 / 07 47 48 80 56,"[""01 08 03 10 27"", ""07 47 48 80 56""]"
ph_a9cf6f391794,DO SARL,San Pedro,,27 34 71 28 29 / 07 07 01 24 51,"[""27 34 71 28 29"", ""07 07 01 24 51""]"
ph_344be3e0f395,DU BIEN ETRE,San Pedro,,27 34 71 31 31 / 05 04 02 22 33,"[""27 34 71 31 31"", ""05 04 02 22 33""]"
ph_8788ef7bac2a,DU LAC,San Pedro,,27 34 71 15 69 / 05 05 89 22 32,"[""27 34 71 15 69"", ""05 05 89 22 32""]"
ph_c1a292d3427a,JEHOVAH-RAPHA,San Pedro,,07 87 45 86 05 / 01 02 27 09 13,"[""07 87 45 86 05"", ""01 02 27 09 13""]"
ph_b48cf4450f96,LA GRACE DE SOTREF,San Pedro,,27 34 71 59 70 / 07 47 28 76 54,"[""27 34 71 59 70"", ""07 47 28 76 54""]"
ph_f0ae369ff812,NABENOU,San Pedro,,27 34 70 44 83 / 07 77 74 18 13,"[""27 34 70 44 83"", ""07 77 74 18 13""]"
ph_55b4a95b7bcb,NITORO,San Pedro,,27 34 71 39 11 / 07 07 82 23 27,"[""27 34 71 39 11"", ""07 07 82 23 27""]"
ph_6f6464e06cc7,NOUR,San Pedro,,01 03 01 43 01 / 07 09 25 77 77,"[""01 03 01 43 01"", ""07 09 25 77 77""]"
ph_43420f3abf98,QUARTIER FRANCOPHONIE / M.KOUAME PHILLIPE,San Pedro,,07 67 07 84 62,"[""07 67 07 84 62""]"
ph_9ba1179ee1d6,ROI DAVID,San Pedro,QUARTIER JULES FERRY A 50 M DE L'HOTEL MANZAN,07 78 17 37 08 / 07 49 79 56 58,"[""07 78 17 37 08"", ""07 49 79 56 58""]"
ph_b4c948e15d52,STE CLAUDINE,San Pedro,,01 41 66 59 38 / 05 75 60 21 66,"[""01 41 66 59 38"", ""05 75 60 21 66""]"
ph_5bcb2aabfafd,STE MARIE,San Pedro,,01 02 36 36 38 / 07 57 40 93 50,"[""01 02 36 36 38"", ""07 57 40 93 50""]"
ph_9bfab1f76f84,TERRE ROUGE,San Pedro,,07 08 96 41 67 / 01 40 06 36 69,"[""07 08 96 41 67"", ""01 40 06 36 69""]"
ph_48f41a441bd9,BOKOSSO NOUVELLE,Sinfra,RUE DU COMMERCE FACE AU SUPER MARCHE KING CASH,07 57 48 95 16 / 27 34 76 05 05,"[""07 57 48 95 16"", ""27 34 76 05 05""]"
ph_c51894e59f2c,DE LA GARE DE SINFRA / M.ZIEHI M. CHARLES,Sinfra,CARREFOUR DOUAFLA,01 72 66 92 01 / 05 65 69 62 07,"[""01 72 66 92 01"", ""05 65 69 62 07""]"
ph_d9b257db8450,NOUVELLE DE SINFRA,Sinfra,RUE DU COMMERCE FACE A LA COOPEC,07 79 44 54 76 / 07 09 92 93 01,"[""07 79 44 54 76"", ""07 09 92 93 01""]"
ph_7a78d5f14108,PRINCIPALE DE SINFRA,Sinfra,ROUTE DE YAMOUSSOUKRO / FACE A LA STATION TOTAL,07 79 96 46 26 / 01 51 05 67 24,"[""07 79 96 46 26"", ""01 51 05 67 24""]"
ph_83984bf1ad1c,APÔDJAN M'BRATHE,Songon / Km 17,,27 23 42 64 87 / 07 16 07 31 29 / 05 94 85 49 49,"[""27 23 42 64 87"", ""07 16 07 31 29"", ""05 94 85 49 49""]"
ph_4a6b28804179,ATELE,Songon / Km 17,CARREFOUR HEVEA-GRAVIER,07 02 24 24 36,"[""07 02 24 24 36""]"
ph_01caa40e4843,CARREFOUR SONGON DAGBE,Songon / Km 17,CARREFOUR JACQUEVILLE EN FACE DU MARCHE MUNICIPAL DE SONGON,07 67 51 84 31 / 07 08 63 95 64,"[""07 67 51 84 31"", ""07 08 63 95 64""]"
ph_3f3f01454180,DE SONGON,Songon / Km 17,SONGON-AGBAN / ROUTE DE DABOU,07 59 26 40 33 / 01 01 35 11 16,"[""07 59 26 40 33"", ""01 01 35 11 16""]"
ph_8fbea8b30009,ELIORA,Songon / Km 17,SONGON KASSEMBLE,01 03 79 39,"[""01 03 79 39""]"
ph_eb3790ffab12,NOTRE DAME DE LA PAIX,Songon / Km 17,ADIAPODOUME A COTE DU RESTAURANT CHEZ ZONGO,07 58 17 62 25 / 01 42 24 16 78 / 05 76 57 53 53,"[""07 58 17 62 25"", ""01 42 24 16 78"", ""05 76 57 53 53""]"
ph_a2efc83dc7ac,ST SAUVEUR,Songon / Km 17,CARREFOUR ABADJIN-KOUTE,27 23 26 06 55 / 01 42 10 45 45 / 07 20 30 30 46,"[""27 23 26 06 55"", ""01 42 10 45 45"", ""07 20 30 30 46""]"
ph_637782c953f2,DE L'IMMACULEE,Soubre,MARCHE SOUBRE PRES DE CDCI,27 34 72 21 12,"[""27 34 72 21 12""]"
ph_9d825a6d0ab8,DE LA GARE SARL,Soubre,GARE FACE UTB,27 34 72 28 77 / 05 05 38 18 49,"[""27 34 72 28 77"", ""05 05 38 18 49""]"
ph_e8a50f577899,DE LA MAIRIE DE SOUBRE / M.TAH BI TAH RIGOBERT,Soubre,ENTREE CAMP MANOI CARREFOUR DU LYCEE PRES DE LA MAIRIE,27 34 72 30 75 / 01 01 47 51 79,"[""27 34 72 30 75"", ""01 01 47 51 79""]"
ph_9c13b79073ce,DE LA MOSQUEE,Soubre,FACE GRANDE MOSQUEE QUARTIER DABA DAGNOKO,27 34 70 11 67,"[""27 34 70 11 67""]"
ph_a1e6f216e136,DU CHATEAU SARL,Soubre,ROUTE PETIT MARCHE CHATEAU,27 34 72 59 96,"[""27 34 72 59 96""]"
ph_de4802d2ac3b,DU SUD OUEST SARL,Soubre,RUE DES BANQUES,27 34 72 21 35 / 07 78 16 11 41,"[""27 34 72 21 35"", ""07 78 16 11 41""]"
ph_fe37640d5bd8,PROVIDENCE,Soubre,CAMP MANOIS ABATTOIR,27 34 72 28 54,"[""27 34 72 28 54""]"
ph_f85382ab44ad,STE RITA SARLU,Soubre,ROUTE DU GABON RES MARACANA,27 34 72 58 17,"[""27 34 72 58 17""]"
ph_b03d8bd81d2a,AYA VALENTINE,Tiassale,,27 23 57 50 91,"[""27 23 57 50 91""]"
ph_11c3eb603943,DE TIASSALE,Tiassale,,07 00 13 00 36,"[""07 00 13 00 36""]"
ph_188d0cb98ac3,SAINT JOSEPH (NVLLE),Tiassale,,01 03 22 15 63,"[""01 03 22 15 63""]"
ph_29044dbe84db,STE MARIE,Tiassale,,01 40 16 62 00 / 01 01 83 73 32,"[""01 40 16 62 00"", ""01 01 83 73 32""]"
ph_3aea543b8564,ABOH,Yamoussoukro,,27 30 64 39 76 / 07 58 60 90 39 / 07 78 98 33 22,"[""27 30 64 39 76"", ""07 58 60 90 39"", ""07 78 98 33 22""]"
ph_e83efc26ae83,AZI,Yamoussoukro,NON LOIN DE LA GENDARMERIE,27 30 64 26 86 / 07 09 83 91 42,"[""27 30 64 26 86"", ""07 09 83 91 42""]"
ph_65c9bc87f695,DE LA CAPITALE (GRANDE),Yamoussoukro,"GARE D'ATTIEGOUAKRO, NON LOIN DE LA GARE UTB",27 24 36 11 66 / 07 08 12 39 58,"[""27 24 36 11 66"", ""07 08 12 39 58""]"
ph_0eb87fec540c,DE LA FONDATION,Yamoussoukro,ETAGE DIABY,07 11 33 14 45 / 07 09 88 46 52 / 07 02 83 47 32,"[""07 11 33 14 45"", ""07 09 88 46 52"", ""07 02 83 47 32""]"
ph_59dedea14f58,DE LA MOSQUEE,Yamoussoukro,,07 48 75 00 78 / 27 30 64 05 33,"[""07 48 75 00 78"", ""27 30 64 05 33""]"
ph_5d3bd71ed22e,DE MOROFE (GDE),Yamoussoukro,CARREFOUR BANNY,07 57 49 23 13 / 27 23 57 97 50,"[""07 57 49 23 13"", ""27 23 57 97 50""]"
ph_f1294da98420,DE YAMOUSSOUKRO,Yamoussoukro,FACE GD MARCHE NZUESSI,07 49 37 99 42 / 27 30 64 04 12,"[""07 49 37 99 42"", ""27 30 64 04 12""]"
ph_2aa1f322e08b,DES 220 LGTS,Yamoussoukro,,07 58 46 00 33 / 05 55 96 91 97 / 27 30 64 22 05,"[""07 58 46 00 33"", ""05 55 96 91 97"", ""27 30 64 22 05""]"
ph_dfdda8e967a6,DES BOULEVARDS / M.NIANGORAN SERGE,Yamoussoukro,"QUARTIER MOROFE. ENTRE LE VILLAGE SOS ET LE CAFOP PRES DE ""CHEZ NATHALIE""",07 07 81 49 30,"[""07 07 81 49 30""]"
ph_3159641edc89,DES LACS,Yamoussoukro,GARE ROUTIERE STATION TOTAL,27 30 64 03 11 / 07 49 54 81 58 / 05 44 47 25 11,"[""27 30 64 03 11"", ""07 49 54 81 58"", ""05 44 47 25 11""]"
ph_923aaa1fa30c,DJAHA,Yamoussoukro,"KOKRENOU, ZONE EGLISE CMA",27 31 95 21 67 / 07 02 83 80 65,"[""27 31 95 21 67"", ""07 02 83 80 65""]"
ph_e2319926ba54,EBEN-EZER,Yamoussoukro,,27 30 64 40 04 / 07 09 82 44 00 / 07 49 37 98 00,"[""27 30 64 40 04"", ""07 09 82 44 00"", ""07 49 37 98 00""]"
ph_e8abc911ab4f,ERGINAL,Yamoussoukro,GD CARREFOUR ASSABOU,07 57 14 38 36 / 27 30 64 62 20 / 27 30 64 62 21,"[""07 57 14 38 36"", ""27 30 64 62 20"", ""27 30 64 62 21""]"
ph_b80dee254116,KOKRENOU,Yamoussoukro,,07 02 80 92 92,"[""07 02 80 92 92""]"
ph_5350901b9f69,LE BELIER,Yamoussoukro,GD MARCHE APRES GARE TAXI INP,07 58 60 90 40 / 27 30 64 11 07,"[""07 58 60 90 40"", ""27 30 64 11 07""]"
ph_a5e4f46839a5,LES JASMINS,Yamoussoukro,"AU QUARTIER NANAN APRÈS LES SAPEURS POMPIERS, VOIE DU CORRIDOR SUD ABIDJAN",27 21 76 42 42 / 07 79 90 69 17,"[""27 21 76 42 42"", ""07 79 90 69 17""]"
ph_c9b789fd9bcc,LES MAGNOLIAS,Yamoussoukro,NON LOIN SODECI,07 68 77 60 69 / 07 08 02 14 72,"[""07 68 77 60 69"", ""07 08 02 14 72""]"
ph_d96487255f10,MARIEL,Yamoussoukro,CARREFOUR DE LA FONDATION,01 01 60 55 15 / 07 58 17 61 71,"[""01 01 60 55 15"", ""07 58 17 61 71""]"
ph_58f4146d5db6,MILLIWANGA,Yamoussoukro,QTIER DIOULABOUGOU/ CARREFOUR PONT BEDIE PRES DE GRANDE ECOLE,27 31 62 08 51 / 07 49 86 86 76 / 01 41 86 86 76,"[""27 31 62 08 51"", ""07 49 86 86 76"", ""01 41 86 86 76""]"
ph_a639aa5f8f0b,NOTRE DAME DE FATIMA,Yamoussoukro,,07 57 17 07 00 / 27 30 64 57 10,"[""07 57 17 07 00"", ""27 30 64 57 10""]"
ph_d94756b14001,SANITAS,Yamoussoukro,,07 57 14 38 27 / 27 30 64 08 88,"[""07 57 14 38 27"", ""27 30 64 08 88""]"
ph_3982a1fc5113,SANS FRONTIERES,Yamoussoukro,DIOULAKRO-CARREFOUR GARE SANS FRONTIERES,07 84 88 73 54 / 27 20 24 46 52 / 05 84 88 73 54,"[""07 84 88 73 54"", ""27 20 24 46 52"", ""05 84 88 73 54""]"
ph_2d5a6a917e40,STE FAMILLE,Yamoussoukro,MARCHE SOPIM,01 41 63 92 08 / 25 30 00 06 69,"[""01 41 63 92 08"", ""25 30 00 06 69""]"
